rawName,normalizedName,occurrences,unitExamples,resolutionStatus,chosenWeaponId,chosenWeaponName,chosenTechBase,candidateWeaponIds,suggestion
Sniper Cannon,snipercannon,2,Koschei KSC-6L; Orca OC-1X,unmatched,,,,,"Possible altName ""Sniper Cannon"" for: is_flamer, clan_flamer, is_flamer_vehicle, clan_flamer_vehicle, is_er_small_laser"
Thumper Cannon,thumpercannon,2,Shockwave SKW-8X; Bull Shark BSK-MAZ,unmatched,,,,,"Possible altName ""Thumper Cannon"" for: is_flamer, clan_flamer, is_flamer_vehicle, clan_flamer_vehicle, is_er_small_laser"
Prototype Streak SRM 4,prototypestreaksrm4,2,Emperor EMP-6A-EC; Starslayer STY-2C-EC,unmatched,,,,,"Possible altName ""Prototype Streak SRM 4"" for: is_streak_srm_4, clan_streak_srm_4, is_srm_4, clan_srm_4, is_streak_srm_2"
Prototype ER Small Laser,prototypeersmalllaser,2,Excalibur EXC-B2b-EC; Starslayer STY-2C-EC,unmatched,,,,,"Possible altName ""Prototype ER Small Laser"" for: is_er_small_laser, clan_er_small_laser, is_small_laser, is_small_pulse_laser, clan_small_pulse_laser"
Improved LRM 15,improvedlrm15,2,Fox CS-1,unmatched,,,,,"Possible altName ""Improved LRM 15"" for: is_lrm_15, clan_lrm_15, is_lrm_5, clan_lrm_5, is_lrm_10"
Chainsaw,chainsaw,2,Crosscut ED-X2 LoggerMech; Crosscut ED-XX 'Ichabod',unmatched,,,,,"Add ""Chainsaw"" as an altName to the correct weapon definition."
ISThunderbolt15,isthunderbolt15,2,Axman AXM-6T,unmatched,,,,,"Possible altName ""ISThunderbolt15"" for: is_flamer, clan_flamer, is_flamer_vehicle, clan_flamer_vehicle, is_er_small_laser"
Rifle (Cannon,riflecannon,2,Deep Lord RCL-Z1M MilitiaMech; Phoenix PX-1KR,unmatched,,,,,"Possible altName ""Rifle (Cannon"" for: is_light_gauss_rifle, is_gauss_rifle, clan_gauss_rifle, is_heavy_gauss_rifle, is_improved_heavy_gauss_rifle"
ISThunderbolt20,isthunderbolt20,2,Thunder THR-C4; Seraph C-SRP-OR (Ravana),unmatched,,,,,"Possible altName ""ISThunderbolt20"" for: is_flamer, clan_flamer, is_flamer_vehicle, clan_flamer_vehicle, is_er_small_laser"
SRM 4 (I-OS),srm4ios,2,Fire Falcon T; Starslayer STY-4C,ambiguous,,,,is_srm_4; clan_srm_4,
ISMediumPulseLaser (R),ismediumpulselaserr,2,Gunslinger GUN-1ERD (Jared),matched,is_medium_pulse_laser,Medium Pulse Laser,Inner Sphere,is_medium_pulse_laser; clan_medium_pulse_laser,
ER Large Laser Prototype,erlargelaserprototype,2,Cataphract CTF-2X (George); Grand Dragon DRG-5K (Emory),unmatched,,,,,"Possible altName ""ER Large Laser Prototype"" for: is_er_large_laser, clan_er_large_laser, is_large_laser, is_large_pulse_laser, is_large_xpulse_laser"
ISLBXAC10Prototype,islbxac10prototype,2,Hatamoto-Chi HTM-27T (Daniel),unmatched,,,,,"Possible altName ""ISLBXAC10Prototype"" for: is_lb_10_x_ac, is_autocannon_10, is_lb_2_x_ac, clan_lb_2_x_ac, is_lb_5_x_ac"
ISMediumPulseLaserPrototype,ismediumpulselaserprototype,2,Hunchback HBK-4G (Shakir),unmatched,,,,,"Possible altName ""ISMediumPulseLaserPrototype"" for: is_medium_pulse_laser, clan_medium_pulse_laser, is_medium_xpulse_laser, is_er_medium_laser, clan_er_medium_laser"
ISLPPC,islppc,2,Jenner JR7-K (Grace II),matched,is_light_ppc,Light PPC,Inner Sphere,is_light_ppc,
ISLargeVSPLaser,islargevsplaser,2,Albatross ALB-5W (Dantalion); Seraph C-SRP-OR (Ravana),unmatched,,,,,"Possible altName ""ISLargeVSPLaser"" for: is_er_large_laser, clan_er_large_laser, is_large_laser, is_large_pulse_laser, is_large_xpulse_laser"
Improved Autocannon/5,improvedautocannon5,2,Bull Shark BSK-M3,unmatched,,,,,"Possible altName ""Improved Autocannon/5"" for: is_autocannon_5, is_autocannon_2, is_autocannon_10, is_autocannon_20, is_lb_2_x_ac"
Thumper,thumper,2,Uni ATAE-70 ArtilleryMech; Grand Titan T-IT-N14R 'Vengeance',unmatched,,,,,"Possible altName ""Thumper"" for: is_flamer, clan_flamer, is_flamer_vehicle, clan_flamer_vehicle, is_er_small_laser"
Mortar 8,mortar8,2,Ha Otoko-HR Otoko-HR,unmatched,,,,,"Add ""Mortar 8"" as an altName to the correct weapon definition."
CLStreakLRM10,clstreaklrm10,2,Kraken-XR ,unmatched,,,,,"Possible altName ""CLStreakLRM10"" for: is_lrm_10, clan_lrm_10, is_lrm_5, clan_lrm_5, is_lrm_15"
ISHeavyRifle,isheavyrifle,2,Arbiter ARB-001 SecurityMech; Dig Lord RCL-Z1 Armed MiningMech,unmatched,,,,,"Possible altName ""ISHeavyRifle"" for: is_heavy_gauss_rifle, is_improved_heavy_gauss_rifle, is_light_gauss_rifle, is_gauss_rifle, clan_gauss_rifle"
ISLargeXPulseLaser,islargexpulselaser,2,Juggernaut JG-R9TX1 'Leapin' Lil',matched,is_large_xpulse_laser,Large X-Pulse Laser,Inner Sphere,is_large_xpulse_laser,
ISSRT4,issrt4,2,Hatamoto-Kaeru HTM-35X,unmatched,,,,,"Add ""ISSRT4"" as an altName to the correct weapon definition."
ISImprovedHeavyGaussRifle,isimprovedheavygaussrifle,2,Annihilator ANH-2AX,matched,is_improved_heavy_gauss_rifle,Improved Heavy Gauss Rifle,Inner Sphere,is_improved_heavy_gauss_rifle,
ISBombastLaser,isbombastlaser,2,Grasshopper GHR-7X,unmatched,,,,,"Possible altName ""ISBombastLaser"" for: is_er_small_laser, clan_er_small_laser, is_er_medium_laser, clan_er_medium_laser, is_er_large_laser"
ISSmallXPulseLaser,issmallxpulselaser,2,Daimyo DMO-1K2 (Al-Shahab),matched,is_small_xpulse_laser,Small X-Pulse Laser,Inner Sphere,is_small_xpulse_laser,
Vehicle Flamer,vehicleflamer,2,Ymir BWP-X1 'Bipedal Weapons Platform',matched,is_flamer_vehicle,Flamer (Vehicle),Inner Sphere,is_flamer_vehicle,
TSEMP Repeating Cannon,tsemprepeatingcannon,2,Icarus II ICR-2X; Templar TLR1-ORISC,unmatched,,,,,"Add ""TSEMP Repeating Cannon"" as an altName to the correct weapon definition."
ISLBXAC5,islbxac5,1,Assassin ASN-30,matched,is_lb_5_x_ac,LB 5-X AC,Inner Sphere,is_lb_5_x_ac,
CLSRM2,clsrm2,1,Firefly C,matched,clan_srm_2,SRM 2,Clan,clan_srm_2; is_srm_2,
ISSRM4 (OS),issrm4os,1,Quickdraw QKD-5M,matched,is_srm_4,SRM 4,Inner Sphere,is_srm_4; clan_srm_4,
ISUltraAC20,isultraac20,1,Victor VTR-10D,matched,is_ultra_ac_20,Ultra AC/20,Inner Sphere,is_ultra_ac_20; clan_ultra_ac_20,
Taser,taser,1,Aquagladius AQS-3,unmatched,,,,,"Possible altName ""Taser"" for: is_flamer, clan_flamer, is_flamer_vehicle, clan_flamer_vehicle, is_er_small_laser"
CLUltraAC20,clultraac20,1,Burrock ,matched,clan_ultra_ac_20,Ultra AC/20,Clan,clan_ultra_ac_20; is_ultra_ac_20,
CLATM12,clatm12,1,Rabid Coyote Coyote,matched,clan_atm_12,ATM 12,Clan,clan_atm_12,
CLATM9,clatm9,1,Bowman 3,matched,clan_atm_9,ATM 9,Clan,clan_atm_9,
CLActiveProbe,clactiveprobe,1,Rabid Coyote 2,matched,clan_active_probe,Active Probe,Clan,clan_active_probe,
ISMRM40,ismrm40,1,Akuma AKU-2X,matched,is_mrm_40,MRM 40,Inner Sphere,is_mrm_40,
ISFluidGun,isfluidgun,1,Bloodhound B3-HND,unmatched,,,,,"Possible altName ""ISFluidGun"" for: is_light_machine_gun, clan_light_machine_gun, is_machine_gun, clan_machine_gun, is_heavy_machine_gun"
Mace,mace,1,No-Dachi NDA-3S,unmatched,,,,,"Possible altName ""Mace"" for: is_autocannon_2, is_autocannon_5, is_autocannon_10, is_autocannon_20, is_lb_2_x_ac"
ISHeavyFlamer,isheavyflamer,1,Vanquisher VQR-7U,unmatched,,,,,"Possible altName ""ISHeavyFlamer"" for: is_flamer, clan_flamer, is_flamer_vehicle, clan_flamer_vehicle, clan_heavy_small_laser"
ISRemoteSensorDispenser,isremotesensordispenser,1,Vanquisher VQR-7U,unmatched,,,,,"Possible altName ""ISRemoteSensorDispenser"" for: is_flamer, clan_flamer, is_flamer_vehicle, clan_flamer_vehicle, is_er_small_laser"
Hyper Velocity Auto Cannon/10,hypervelocityautocannon10,1,Victor VTR-Cr,unmatched,,,,,"Possible altName ""Hyper Velocity Auto Cannon/10"" for: is_autocannon_10, is_autocannon_2, is_autocannon_5, is_autocannon_20, is_lb_2_x_ac"
Hatchet,hatchet,1,Ti Ts'ang TSG-9 'China Doll',unmatched,,,,,"Add ""Hatchet"" as an altName to the correct weapon definition."
Prototype Ultra Autocannon/10,prototypeultraautocannon10,1,Enfield END-6J-EC,unmatched,,,,,"Possible altName ""Prototype Ultra Autocannon/10"" for: is_ultra_ac_10, is_autocannon_10, is_ultra_ac_2, clan_ultra_ac_2, is_ultra_ac_5"
Improved LRM 20,improvedlrm20,1,Excalibur EXC-B2b-EC,unmatched,,,,,"Possible altName ""Improved LRM 20"" for: is_lrm_20, clan_lrm_20, is_lrm_5, clan_lrm_5, is_lrm_10"
ISEHERPPC,iseherppc,1,Stag II ST-24G,matched,is_er_ppc,ER PPC,Inner Sphere,is_er_ppc,
SRM 2 (OS),srm2os,1,Wasp LAM Mk I WSP-100,matched,is_srm_2,SRM 2,Inner Sphere,is_srm_2; clan_srm_2,
Prototype Streak SRM 6,prototypestreaksrm6,1,Highlander HGN-732 (Colleen),unmatched,,,,,"Possible altName ""Prototype Streak SRM 6"" for: is_streak_srm_6, clan_streak_srm_6, is_srm_6, clan_srm_6, is_streak_srm_2"
Cargo (0.5 tons),cargo05tons,1,Powerman SC XI LoaderMech,unmatched,,,,,"Add ""Cargo (0.5 tons)"" as an altName to the correct weapon definition."
Enhanced LRM 10,enhancedlrm10,1,Griffin GRF-3N,unmatched,,,,,"Possible altName ""Enhanced LRM 10"" for: is_lrm_10, clan_lrm_10, is_lrm_5, clan_lrm_5, is_lrm_15"
SRM 6 (OS),srm6os,1,Raijin RJN-101-X,matched,is_srm_6,SRM 6,Inner Sphere,is_srm_6; clan_srm_6,
Narc (I-OS),narcios,1,Linebacker F,matched,is_narc_missile_beacon,Narc Missile Beacon,Inner Sphere,is_narc_missile_beacon,
Streak SRM 4 (I-OS),streaksrm4ios,1,Dasher T,matched,clan_streak_srm_4,Streak SRM 4,Clan,is_streak_srm_4; clan_streak_srm_4,
ISGaussRiflePrototype,isgaussrifleprototype,1,Enforcer ENF-4R (Daniel),unmatched,,,,,"Possible altName ""ISGaussRiflePrototype"" for: is_gauss_rifle, clan_gauss_rifle, is_light_gauss_rifle, is_heavy_gauss_rifle, is_improved_heavy_gauss_rifle"
Prototype LB 10-X Autocannon,prototypelb10xautocannon,1,Hatchetman HCT-3F (Austin),unmatched,,,,,"Possible altName ""Prototype LB 10-X Autocannon"" for: is_lb_10_x_ac, is_lb_2_x_ac, clan_lb_2_x_ac, is_lb_5_x_ac, clan_lb_5_x_ac"
ISSniperArtCannon,issniperartcannon,1,Jinggau JN-G8BX (Rush),unmatched,,,,,"Possible altName ""ISSniperArtCannon"" for: is_flamer, clan_flamer, is_flamer_vehicle, clan_flamer_vehicle, is_er_small_laser"
ISC3RemoteSensorLauncher,isc3remotesensorlauncher,1,Tessen TSN-X-4,unmatched,,,,,"Possible altName ""ISC3RemoteSensorLauncher"" for: is_flamer, clan_flamer, is_flamer_vehicle, clan_flamer_vehicle, is_er_small_laser"
ISC3BoostedSystemSlaveUnit,isc3boostedsystemslaveunit,1,Charger CGR-1X1,unmatched,,,,,"Add ""ISC3BoostedSystemSlaveUnit"" as an altName to the correct weapon definition."
ISChaffPod,ischaffpod,1,Charger CGR-1X1,unmatched,,,,,"Add ""ISChaffPod"" as an altName to the correct weapon definition."
ISFlamer (R),isflamerr,1,Firestarter FS9-X81,matched,is_flamer,Flamer,Inner Sphere,is_flamer; clan_flamer,
ISLiftHoist (R),islifthoistr,1,Quickdraw QKD-8X,unmatched,,,,,"Add ""ISLiftHoist (R)"" as an altName to the correct weapon definition."
ISMekTaser,ismektaser,1,Crosscut ED-XX 'Ichabod',unmatched,,,,,"Possible altName ""ISMekTaser"" for: is_flamer, clan_flamer, is_flamer_vehicle, clan_flamer_vehicle, is_er_small_laser"
ISSmallVibroBlade,issmallvibroblade,1,Valiant VAL-NT-JX 'Hot Knife',unmatched,,,,,"Possible altName ""ISSmallVibroBlade"" for: is_er_small_laser, clan_er_small_laser, is_small_laser, is_small_pulse_laser, clan_small_pulse_laser"
ISSmallShield,issmallshield,1,Valiant VAL-NT-JX 'Hot Knife',unmatched,,,,,"Possible altName ""ISSmallShield"" for: is_er_small_laser, clan_er_small_laser, is_small_laser, is_small_pulse_laser, clan_small_pulse_laser"
ISMASS,ismass,1,Hatamoto-Kaeru HTM-35X,unmatched,,,,,"Add ""ISMASS"" as an altName to the correct weapon definition."
ISBlazer,isblazer,1,Sarissa MN1-D,unmatched,,,,,"Possible altName ""ISBlazer"" for: is_flamer, clan_flamer, is_flamer_vehicle, clan_flamer_vehicle, is_er_small_laser"
CLRotaryAC5,clrotaryac5,1,Hoplite HOP-4X,matched,is_rotary_ac_5,Rotary AC/5,Inner Sphere,is_rotary_ac_5,
CLStreakLRM15,clstreaklrm15,1,Hoplite HOP-4X,unmatched,,,,,"Possible altName ""CLStreakLRM15"" for: is_lrm_15, clan_lrm_15, is_lrm_5, clan_lrm_5, is_lrm_10"
ISMediumVibroBlade,ismediumvibroblade,1,Dig Lord RCL-Z1 Armed MiningMech,unmatched,,,,,"Possible altName ""ISMediumVibroBlade"" for: is_er_medium_laser, clan_er_medium_laser, is_medium_laser, is_medium_pulse_laser, clan_medium_pulse_laser"
Spikes,spikes,1,Dervish DV-8D2 'Lightbringer',unmatched,,,,,"Add ""Spikes"" as an altName to the correct weapon definition."
PPCp,ppcp,1,Griffin GRF-1A,unmatched,,,,,"Possible altName ""PPCp"" for: is_ppc, is_light_ppc, is_heavy_ppc, is_er_ppc, clan_er_ppc"
AC/10p,ac10p,1,Orion ON1-H,unmatched,,,,,"Possible altName ""AC/10p"" for: is_autocannon_10, is_autocannon_2, is_autocannon_5, is_autocannon_20, is_lb_2_x_ac"
C3 Remote Sensor Launcher,c3remotesensorlauncher,1,Tessen TSN-X4R 'Rapunzel',unmatched,,,,,"Possible altName ""C3 Remote Sensor Launcher"" for: is_flamer, clan_flamer, is_flamer_vehicle, clan_flamer_vehicle, is_er_small_laser"
