id,unitType,chassis,model,name,fileName,relativePath,tonnage,weightClass,bv,costCBills,techBase,rulesLevel,year,era,role
meks-meks-xtrs-republic-iii-ryoken-iii-xp-a,meks,Ryoken III-XP,A,Ryoken III-XP,Ryoken III-XP A.mtf,meks/XTRs/Republic III/Ryoken III-XP A.mtf,55,Medium,,,Clan,Experimental,3143,Dark Age,Striker
meks-meks-xtrs-republic-iii-ryoken-iii-xp-b,meks,Ryoken III-XP,B,Ryoken III-XP,Ryoken III-XP B.mtf,meks/XTRs/Republic III/Ryoken III-XP B.mtf,55,Medium,,,Clan,Experimental,3143,Dark Age,Striker
meks-meks-xtrs-republic-iii-ryoken-iii-xp-c,meks,Ryoken III-XP,C,Ryoken III-XP,Ryoken III-XP C.mtf,meks/XTRs/Republic III/Ryoken III-XP C.mtf,55,Medium,,,Clan,Experimental,3143,Dark Age,Striker
meks-meks-xtrs-republic-iii-ryoken-iii-xp-d,meks,Ryoken III-XP,D,Ryoken III-XP,Ryoken III-XP D.mtf,meks/XTRs/Republic III/Ryoken III-XP D.mtf,55,Medium,,,Clan,Experimental,3143,Dark Age,Striker
meks-meks-xtrs-republic-iii-ryoken-iii-xp-prime,meks,Ryoken III-XP,Prime,Ryoken III-XP,Ryoken III-XP Prime.mtf,meks/XTRs/Republic III/Ryoken III-XP Prime.mtf,55,Medium,,,Clan,Experimental,3143,Dark Age,Striker
meks-meks-rec-guides-ilclan-vol-7-ryoken-stormcrow-j,meks,Ryoken,J,Ryoken,Ryoken (Stormcrow) J.mtf,meks/Rec Guides ilClan/Vol 7/Ryoken (Stormcrow) J.mtf,55,Medium,,,Clan,Standard,3130,Republic,Striker
meks-meks-rec-guides-ilclan-vol-7-ryoken-stormcrow-k,meks,Ryoken,K,Ryoken,Ryoken (Stormcrow) K.mtf,meks/Rec Guides ilClan/Vol 7/Ryoken (Stormcrow) K.mtf,55,Medium,,,Clan,Standard,3120,Republic,Striker
meks-meks-rec-guides-ilclan-vol-7-ryoken-stormcrow-p,meks,Ryoken,P,Ryoken,Ryoken (Stormcrow) P.mtf,meks/Rec Guides ilClan/Vol 7/Ryoken (Stormcrow) P.mtf,55,Medium,,,Clan,Standard,3049,Succession Wars,Striker
meks-meks-3050u-ryoken-stormcrow-prime,meks,Ryoken,Prime,Ryoken,Ryoken (Stormcrow) Prime.mtf,meks/3050U/Ryoken (Stormcrow) Prime.mtf,55,Medium,,,Clan,Standard,2930,Succession Wars,Striker
meks-meks-rec-guides-ilclan-vol-7-ryoken-stormcrow-t,meks,Ryoken,T,Ryoken,Ryoken (Stormcrow) T.mtf,meks/Rec Guides ilClan/Vol 7/Ryoken (Stormcrow) T.mtf,55,Medium,,,Clan,Standard,3142,Dark Age,Striker
meks-meks-tukayyid-ryoken-stormcrow-tc,meks,Ryoken,TC,Ryoken,Ryoken (Stormcrow) TC.mtf,meks/Tukayyid/Ryoken (Stormcrow) TC.mtf,55,Medium,,,Clan,Standard,3052,Clan Invasion,Skirmisher
meks-meks-wor-supplemental-ryoken-stormcrow-z,meks,Ryoken,Z,Ryoken,Ryoken (Stormcrow) Z.mtf,meks/WoR Supplemental/Ryoken (Stormcrow) Z.mtf,55,Medium,,,Clan,Experimental,3072,Jihad,Striker
meks-meks-3067-unabridged-is-meks-sagittaire-sgt-10x,meks,Sagittaire,SGT-10X,Sagittaire,Sagittaire SGT-10X.mtf,meks/3067 Unabridged/IS Meks/Sagittaire SGT-10X.mtf,95,Assault,,,Inner Sphere,Standard,3084,Republic,Brawler
meks-meks-3145-ntnu-rs-sagittaire-sgt-14d,meks,Sagittaire,SGT-14D,Sagittaire,Sagittaire SGT-14D.mtf,meks/3145/NTNU RS/Sagittaire SGT-14D.mtf,95,Assault,,,Inner Sphere,Advanced,3134,Dark Age,Juggernaut
meks-meks-rec-guides-ilclan-vol-29-sagittaire-sgt-14r,meks,Sagittaire,SGT-14R,Sagittaire,Sagittaire SGT-14R.mtf,meks/Rec Guides ilClan/Vol 29/Sagittaire SGT-14R.mtf,95,Assault,,,Mixed,Advanced,3149,Dark Age,Juggernaut
meks-meks-3067-sagittaire-sgt-8r,meks,Sagittaire,SGT-8R,Sagittaire,Sagittaire SGT-8R.mtf,meks/3067/Sagittaire SGT-8R.mtf,95,Assault,,,Inner Sphere,Standard,3063,Civil War,Juggernaut
meks-meks-3067-unabridged-is-meks-sagittaire-sgt-9d,meks,Sagittaire,SGT-9D,Sagittaire,Sagittaire SGT-9D.mtf,meks/3067 Unabridged/IS Meks/Sagittaire SGT-9D.mtf,95,Assault,,,Inner Sphere,Standard,3074,Jihad,Juggernaut
meks-meks-3055u-salamander-ppr-5s,meks,Salamander,PPR-5S,Salamander,Salamander PPR-5S.mtf,meks/3055U/Salamander PPR-5S.mtf,80,Assault,,,Inner Sphere,Standard,3055,Clan Invasion,Missile Boat
meks-meks-3055u-salamander-ppr-5t,meks,Salamander,PPR-5T,Salamander,Salamander PPR-5T.mtf,meks/3055U/Salamander PPR-5T.mtf,80,Assault,,,Inner Sphere,Standard,3056,Clan Invasion,Missile Boat
meks-meks-3055u-salamander-ppr-6s,meks,Salamander,PPR-6S,Salamander,Salamander PPR-6S.mtf,meks/3055U/Salamander PPR-6S.mtf,80,Assault,,,Inner Sphere,Standard,3058,Clan Invasion,Missile Boat
meks-meks-3055u-salamander-ppr-6t,meks,Salamander,PPR-6T,Salamander,Salamander PPR-6T.mtf,meks/3055U/Salamander PPR-6T.mtf,80,Assault,,,Inner Sphere,Standard,3060,Clan Invasion,Missile Boat
meks-meks-3055u-salamander-ppr-7s,meks,Salamander,PPR-7S,Salamander,Salamander PPR-7S.mtf,meks/3055U/Salamander PPR-7S.mtf,80,Assault,,,Inner Sphere,Standard,3064,Civil War,Missile Boat
meks-meks-3145-ntnu-rs-salamander-ppr-7t,meks,Salamander,PPR-7T,Salamander,Salamander PPR-7T.mtf,meks/3145/NTNU RS/Salamander PPR-7T.mtf,80,Assault,,,Inner Sphere,Advanced,3111,Republic,Missile Boat
meks-meks-3145-marik-sarath-srth-1o,meks,Sarath,SRTH-1O,Sarath,Sarath SRTH-1O.mtf,meks/3145/Marik/Sarath SRTH-1O.mtf,50,Medium,,,Inner Sphere,Advanced,3122,Republic,Skirmisher
meks-meks-3145-marik-sarath-srth-1oa,meks,Sarath,SRTH-1OA,Sarath,Sarath SRTH-1OA.mtf,meks/3145/Marik/Sarath SRTH-1OA.mtf,50,Medium,,,Mixed,Experimental,3122,Republic,Missile Boat
meks-meks-3145-marik-sarath-srth-1ob,meks,Sarath,SRTH-1OB,Sarath,Sarath SRTH-1OB.mtf,meks/3145/Marik/Sarath SRTH-1OB.mtf,50,Medium,,,Mixed,Experimental,3122,Republic,Skirmisher
meks-meks-xtrs-marik-sarissa-mn1-d,meks,Sarissa,MN1-D,Sarissa,Sarissa MN1-D.mtf,meks/XTRs/Marik/Sarissa MN1-D.mtf,50,Medium,,,Inner Sphere,Experimental,3080,Jihad,Brawler
meks-meks-prototypes-sarissa-mn2-a-securitymech,meks,Sarissa,MN2-A SecurityMech,Sarissa,Sarissa MN2-A SecurityMech.mtf,meks/ProtoTypes/Sarissa MN2-A SecurityMech.mtf,50,Medium,,,Inner Sphere,Experimental,3082,Republic,Juggernaut
meks-meks-3055u-sasquatch-sqs-th-001,meks,Sasquatch,SQS-TH-001,Sasquatch,Sasquatch SQS-TH-001.mtf,meks/3055U/Sasquatch SQS-TH-001.mtf,85,Assault,,,Inner Sphere,Standard,3054,Clan Invasion,Skirmisher
meks-meks-3055u-sasquatch-sqs-th-002,meks,Sasquatch,SQS-TH-002,Sasquatch,Sasquatch SQS-TH-002.mtf,meks/3055U/Sasquatch SQS-TH-002.mtf,85,Assault,,,Inner Sphere,Experimental,3065,Civil War,Brawler
meks-meks-3055u-sasquatch-sqs-th-003,meks,Sasquatch,SQS-TH-003,Sasquatch,Sasquatch SQS-TH-003.mtf,meks/3055U/Sasquatch SQS-TH-003.mtf,85,Assault,,,Inner Sphere,Experimental,3068,Jihad,Skirmisher
meks-meks-3067-savage-coyote-a,meks,Savage Coyote,A,Savage Coyote,Savage Coyote A.mtf,meks/3067/Savage Coyote A.mtf,85,Assault,,,Clan,Standard,3059,Clan Invasion,Juggernaut
meks-meks-3067-savage-coyote-b,meks,Savage Coyote,B,Savage Coyote,Savage Coyote B.mtf,meks/3067/Savage Coyote B.mtf,85,Assault,,,Clan,Standard,3059,Clan Invasion,Juggernaut
meks-meks-3067-savage-coyote-c,meks,Savage Coyote,C,Savage Coyote,Savage Coyote C.mtf,meks/3067/Savage Coyote C.mtf,85,Assault,,,Clan,Standard,3064,Civil War,Juggernaut
meks-meks-3067-unabridged-clan-meks-savage-coyote-j,meks,Savage Coyote,J,Savage Coyote,Savage Coyote J.mtf,meks/3067 Unabridged/Clan Meks/Savage Coyote J.mtf,85,Assault,,,Clan,Standard,3073,Jihad,Brawler
meks-meks-3067-savage-coyote-prime,meks,Savage Coyote,Prime,Savage Coyote,Savage Coyote Prime.mtf,meks/3067/Savage Coyote Prime.mtf,85,Assault,,,Clan,Standard,3059,Clan Invasion,Juggernaut
meks-meks-3067-unabridged-clan-meks-savage-coyote-w,meks,Savage Coyote,W,Savage Coyote,Savage Coyote W.mtf,meks/3067 Unabridged/Clan Meks/Savage Coyote W.mtf,85,Assault,,,Clan,Standard,3073,Jihad,Sniper
meks-meks-wor-supplemental-savage-coyote-z,meks,Savage Coyote,Z,Savage Coyote,Savage Coyote Z.mtf,meks/WoR Supplemental/Savage Coyote Z.mtf,85,Assault,,,Clan,Experimental,3072,Jihad,Juggernaut
meks-meks-3055u-scarabus-scb-9a,meks,Scarabus,SCB-9A,Scarabus,Scarabus SCB-9A.mtf,meks/3055U/Scarabus SCB-9A.mtf,30,Light,,,Inner Sphere,Standard,3053,Clan Invasion,Scout
meks-meks-3055u-scarabus-scb-9t,meks,Scarabus,SCB-9T,Scarabus,Scarabus SCB-9T.mtf,meks/3055U/Scarabus SCB-9T.mtf,30,Light,,,Inner Sphere,Standard,3054,Clan Invasion,Scout
meks-meks-3145-davion-scarecrow-ucu-f4,meks,Scarecrow,UCU-F4,Scarecrow,Scarecrow UCU-F4.mtf,meks/3145/Davion/Scarecrow UCU-F4.mtf,40,Medium,,,Mixed,Experimental,3099,Republic,Brawler
meks-meks-3145-davion-scarecrow-ucu-f4-hobbled-scarecrow,meks,Scarecrow,UCU-F4r 'Hobbled Scarecrow',Scarecrow,Scarecrow UCU-F4 Hobbled Scarecrow.mtf,meks/3145/Davion/Scarecrow UCU-F4 Hobbled Scarecrow.mtf,40,Medium,,,Mixed,Experimental,3122,Republic,Brawler
meks-meks-tro-vehicle-annex-scavengermech-sc-v-salvagemech,meks,Scavenger,SC-V SalvageMech,Scavenger,ScavengerMech SC-V SalvageMech.mtf,meks/TRO Vehicle Annex/ScavengerMech SC-V SalvageMech.mtf,80,Assault,,,Inner Sphere,Standard,2613,Star League,
meks-meks-tro-vehicle-annex-scavengermech-sc-v-m-militiamech,meks,Scavenger,SC-V-M MilitiaMech,Scavenger,ScavengerMech SC-V-M MilitiaMech.mtf,meks/TRO Vehicle Annex/ScavengerMech SC-V-M MilitiaMech.mtf,80,Assault,,,Inner Sphere,Advanced,2990,Succession Wars,
meks-meks-rec-guides-ilclan-vol-19-scorpion-c,meks,Scorpion,C,Scorpion,Scorpion C.mtf,meks/Rec Guides ilClan/Vol 19/Scorpion C.mtf,55,Medium,,,Mixed,Standard,3150,Dark Age,Skirmisher
meks-meks-3085u-phoenix-scorpion-scp-10m,meks,Scorpion,SCP-10M,Scorpion,Scorpion SCP-10M.mtf,meks/3085u/Phoenix/Scorpion SCP-10M.mtf,55,Medium,,,Inner Sphere,Standard,3080,Jihad,Sniper
meks-meks-3085u-phoenix-scorpion-scp-12c,meks,Scorpion,SCP-12C,Scorpion,Scorpion SCP-12C.mtf,meks/3085u/Phoenix/Scorpion SCP-12C.mtf,55,Medium,,,Inner Sphere,Standard,3067,Civil War,Skirmisher
meks-meks-3085u-phoenix-scorpion-scp-12k,meks,Scorpion,SCP-12K,Scorpion,Scorpion SCP-12K.mtf,meks/3085u/Phoenix/Scorpion SCP-12K.mtf,55,Medium,,,Inner Sphere,Standard,3071,Jihad,Missile Boat
meks-meks-3085u-phoenix-scorpion-scp-12s,meks,Scorpion,SCP-12S,Scorpion,Scorpion SCP-12S.mtf,meks/3085u/Phoenix/Scorpion SCP-12S.mtf,55,Medium,,,Inner Sphere,Standard,3066,Civil War,Skirmisher
meks-meks-gothic-scorpion-scp-1b,meks,Scorpion,SCP-1B,Scorpion,Scorpion SCP-1B.mtf,meks/Gothic/Scorpion SCP-1B.mtf,55,Medium,,,Inner Sphere,Unofficial,3150,Dark Age,Skirmisher
meks-meks-rec-guides-ilclan-vol-19-scorpion-scp-1br,meks,Scorpion,SCP-1BR,Scorpion,Scorpion SCP-1BR.mtf,meks/Rec Guides ilClan/Vol 19/Scorpion SCP-1BR.mtf,55,Medium,,,Inner Sphere,Standard,3088,Republic,Skirmisher
meks-meks-3039u-scorpion-scp-1n,meks,Scorpion,SCP-1N,Scorpion,Scorpion SCP-1N.mtf,meks/3039u/Scorpion SCP-1N.mtf,55,Medium,,,Inner Sphere,Introductory,2570,Star League,Skirmisher
meks-meks-force-manuals-mercs-scorpion-scp-1n-wendall-2,meks,Scorpion,SCP-1N (Wendall 2),Scorpion,Scorpion SCP-1N (Wendall 2).mtf,meks/Force Manuals/Mercs/Scorpion SCP-1N (Wendall 2).mtf,55,Medium,,,Inner Sphere,Standard,3053,Clan Invasion,Skirmisher
meks-meks-3039u-scorpion-scp-1n-wednall,meks,Scorpion,SCP-1N (Wendall),Scorpion,Scorpion SCP-1N (Wednall).mtf,meks/3039u/Scorpion SCP-1N (Wednall).mtf,55,Medium,,,Inner Sphere,Introductory,3030,Succession Wars,Skirmisher
meks-meks-rec-guides-ilclan-vol-19-scorpion-scp-1o,meks,Scorpion,SCP-1O,Scorpion,Scorpion SCP-1O.mtf,meks/Rec Guides ilClan/Vol 19/Scorpion SCP-1O.mtf,55,Medium,,,Inner Sphere,Standard,3049,Succession Wars,Skirmisher
meks-meks-rec-guides-ilclan-vol-19-scorpion-scp-1tb,meks,Scorpion,SCP-1TB,Scorpion,Scorpion SCP-1TB.mtf,meks/Rec Guides ilClan/Vol 19/Scorpion SCP-1TB.mtf,55,Medium,,,Inner Sphere,Standard,3072,Jihad,Missile Boat
meks-meks-rec-guides-ilclan-vol-19-scorpion-scp-2n,meks,Scorpion,SCP-2N,Scorpion,Scorpion SCP-2N.mtf,meks/Rec Guides ilClan/Vol 19/Scorpion SCP-2N.mtf,55,Medium,,,Inner Sphere,Standard,3131,Dark Age,Skirmisher
meks-meks-3145-steiner-scourge-scg-wd1,meks,Scourge,SCG-WD1,Scourge,Scourge SCG-WD1.mtf,meks/3145/Steiner/Scourge SCG-WD1.mtf,65,Heavy,,,Inner Sphere,Standard,3131,Dark Age,Skirmisher
meks-meks-3145-steiner-scourge-scg-wf1,meks,Scourge,SCG-WF1,Scourge,Scourge SCG-WF1.mtf,meks/3145/Steiner/Scourge SCG-WF1.mtf,65,Heavy,,,Inner Sphere,Advanced,3133,Dark Age,Skirmisher
meks-meks-xtrs-caveat-emptor-scourge-scg-wx1,meks,Scourge,SCG-WX1,Scourge,Scourge SCG-WX1.mtf,meks/XTRs/Caveat Emptor/Scourge SCG-WX1.mtf,65,Heavy,,,Mixed,Experimental,3132,Dark Age,Skirmisher
meks-meks-lams-screamer-lam-scr-1x-lam,meks,Screamer LAM,SCR-1X-LAM,Screamer LAM,Screamer LAM SCR-1X-LAM.mtf,meks/LAMS/Screamer LAM SCR-1X-LAM.mtf,55,Medium,,,Inner Sphere,Standard,2774,Star League,Striker
meks-meks-3067-unabridged-clan-meks-scylla-2,meks,Scylla,2,Scylla,Scylla 2.mtf,meks/3067 Unabridged/Clan Meks/Scylla 2.mtf,100,Assault,,,Clan,Standard,3079,Jihad,Brawler
meks-meks-3067-unabridged-clan-meks-scylla-3,meks,Scylla,3,Scylla,Scylla 3.mtf,meks/3067 Unabridged/Clan Meks/Scylla 3.mtf,100,Assault,,,Clan,Standard,3082,Republic,Brawler
meks-meks-3039u-sentinel-stn-1s,meks,Sentinel,STN-1S,Sentinel,Sentinel STN-1S.mtf,meks/3039u/Sentinel STN-1S.mtf,40,Medium,,,Inner Sphere,Introductory,2651,Star League,Scout
meks-meks-3039u-sentinel-stn-3k,meks,Sentinel,STN-3K,Sentinel,Sentinel STN-3K.mtf,meks/3039u/Sentinel STN-3K.mtf,40,Medium,,,Inner Sphere,Introductory,2830,Succession Wars,Scout
meks-meks-3039u-sentinel-stn-3ka,meks,Sentinel,STN-3KA,Sentinel,Sentinel STN-3KA.mtf,meks/3039u/Sentinel STN-3KA.mtf,40,Medium,,,Inner Sphere,Introductory,2830,Succession Wars,Scout
meks-meks-3039u-sentinel-stn-3kb,meks,Sentinel,STN-3KB,Sentinel,Sentinel STN-3KB.mtf,meks/3039u/Sentinel STN-3KB.mtf,40,Medium,,,Inner Sphere,Introductory,2830,Succession Wars,Striker
meks-meks-3050u-sentinel-stn-3l,meks,Sentinel,STN-3L,Sentinel,Sentinel STN-3L.mtf,meks/3050U/Sentinel STN-3L.mtf,40,Medium,,,Inner Sphere,Standard,2652,Star League,Striker
meks-meks-operation-klondike-sentinel-stn-3lb,meks,Sentinel,STN-3Lb,Sentinel,Sentinel STN-3Lb.mtf,meks/Operation Klondike/Sentinel STN-3Lb.mtf,40,Medium,,,Inner Sphere,Standard,2715,Star League,Sniper
meks-meks-3050u-sentinel-stn-3m,meks,Sentinel,STN-3M,Sentinel,Sentinel STN-3M.mtf,meks/3050U/Sentinel STN-3M.mtf,40,Medium,,,Inner Sphere,Standard,3035,Succession Wars,Striker
meks-meks-3050u-sentinel-stn-4d,meks,Sentinel,STN-4D,Sentinel,Sentinel STN-4D.mtf,meks/3050U/Sentinel STN-4D.mtf,40,Medium,,,Inner Sphere,Standard,3063,Civil War,Striker
meks-meks-3050u-sentinel-stn-5wb,meks,Sentinel,STN-5WB,Sentinel,Sentinel STN-5WB.mtf,meks/3050U/Sentinel STN-5WB.mtf,40,Medium,,,Inner Sphere,Standard,3070,Jihad,Striker
meks-meks-rec-guides-ilclan-vol-14-sentinel-stn-6s,meks,Sentinel,STN-6S,Sentinel,Sentinel STN-6S.mtf,meks/Rec Guides ilClan/Vol 14/Sentinel STN-6S.mtf,40,Medium,,,Mixed,Standard,3135,Dark Age,Sniper
meks-meks-3050u-sentinel-stn-c,meks,Sentinel,STN-C,Sentinel,Sentinel STN-C.mtf,meks/3050U/Sentinel STN-C.mtf,40,Medium,,,Inner Sphere,Standard,3065,Civil War,Sniper
meks-meks-3060u-sentry-snt-04,meks,Sentry,SNT-04,Sentry,Sentry SNT-04.mtf,meks/3060u/Sentry SNT-04.mtf,40,Medium,,,Inner Sphere,Standard,3056,Clan Invasion,Sniper
meks-meks-3060u-sentry-snt-w5,meks,Sentry,SNT-W5,Sentry,Sentry SNT-W5.mtf,meks/3060u/Sentry SNT-W5.mtf,40,Medium,,,Inner Sphere,Advanced,3072,Jihad,Skirmisher
meks-meks-wolf-and-blake-seraph-c-srp-o-havalah,meks,Seraph,C-SRP-O (Havalah),Seraph,Seraph C-SRP-O Havalah.mtf,meks/Wolf and Blake/Seraph C-SRP-O Havalah.mtf,85,Assault,,,Inner Sphere,Advanced,3071,Jihad,Juggernaut
meks-meks-3075-seraph-c-srp-o-invictus,meks,Seraph,C-SRP-O Invictus,Seraph,Seraph C-SRP-O Invictus.mtf,meks/3075/Seraph C-SRP-O Invictus.mtf,85,Assault,,,Inner Sphere,Standard,3069,Jihad,Juggernaut
meks-meks-3075-seraph-c-srp-oa-dominus,meks,Seraph,C-SRP-OA Dominus,Seraph,Seraph C-SRP-OA Dominus.mtf,meks/3075/Seraph C-SRP-OA Dominus.mtf,85,Assault,,,Inner Sphere,Standard,3069,Jihad,Skirmisher
meks-meks-3075-seraph-c-srp-ob-infernus,meks,Seraph,C-SRP-OB Infernus,Seraph,Seraph C-SRP-OB Infernus.mtf,meks/3075/Seraph C-SRP-OB Infernus.mtf,85,Assault,,,Inner Sphere,Standard,3069,Jihad,Juggernaut
meks-meks-3075-seraph-c-srp-oc-comminus,meks,Seraph,C-SRP-OC Comminus,Seraph,Seraph C-SRP-OC Comminus.mtf,meks/3075/Seraph C-SRP-OC Comminus.mtf,85,Assault,,,Inner Sphere,Standard,3069,Jihad,Juggernaut
meks-meks-3075-seraph-c-srp-od-luminos,meks,Seraph,C-SRP-OD Luminos,Seraph,Seraph C-SRP-OD Luminos.mtf,meks/3075/Seraph C-SRP-OD Luminos.mtf,85,Assault,,,Inner Sphere,Standard,3069,Jihad,Sniper
meks-meks-3075-seraph-c-srp-oe-eminus,meks,Seraph,C-SRP-OE Eminus,Seraph,Seraph C-SRP-OE Eminus.mtf,meks/3075/Seraph C-SRP-OE Eminus.mtf,85,Assault,,,Inner Sphere,Advanced,3072,Jihad,Missile Boat
meks-meks-turning-points-jtp-sian-seraph-c-srp-o-ravana,meks,Seraph,C-SRP-OR (Ravana),Seraph,Seraph C-SRP-O Ravana.mtf,meks/Turning Points/JTP Sian/Seraph C-SRP-O Ravana.mtf,85,Assault,,,Inner Sphere,Experimental,3074,Jihad,Juggernaut
meks-meks-jihad-secrets-seraph-c-srp-o-caelestis,meks,Seraph,C-SRP-OS Caelestis,Seraph,Seraph C-SRP-O Caelestis.mtf,meks/Jihad Secrets/Seraph C-SRP-O Caelestis.mtf,85,Assault,,,Mixed,Experimental,3075,Jihad,Sniper
meks-meks-dossiers-youling-zhanshi-sha-yu-bulldog,meks,Sha Yu,(Bulldog),Sha Yu,Sha Yu (Bulldog).mtf,meks/Dossiers/Youling Zhanshi/Sha Yu (Bulldog).mtf,40,Medium,,,Inner Sphere,Standard,3068,Jihad,Striker
meks-meks-3067-sha-yu-syu-2b,meks,Sha Yu,SYU-2B,Sha Yu,Sha Yu SYU-2B.mtf,meks/3067/Sha Yu SYU-2B.mtf,40,Medium,,,Inner Sphere,Standard,3063,Civil War,Sniper
meks-meks-3067-sha-yu-syu-4b,meks,Sha Yu,SYU-4B,Sha Yu,Sha Yu SYU-4B.mtf,meks/3067/Sha Yu SYU-4B.mtf,40,Medium,,,Inner Sphere,Standard,3065,Civil War,Striker
meks-meks-3067-unabridged-is-meks-sha-yu-syu-6b,meks,Sha Yu,SYU-6B,Sha Yu,Sha Yu SYU-6B.mtf,meks/3067 Unabridged/IS Meks/Sha Yu SYU-6B.mtf,40,Medium,,,Inner Sphere,Standard,3070,Jihad,Striker
meks-meks-3058uu-shadow-cat-a,meks,Shadow Cat,A,Shadow Cat,Shadow Cat A.mtf,meks/3058Uu/Shadow Cat A.mtf,45,Medium,,,Clan,Standard,3003,Succession Wars,Sniper
meks-meks-3058uu-shadow-cat-b,meks,Shadow Cat,B,Shadow Cat,Shadow Cat B.mtf,meks/3058Uu/Shadow Cat B.mtf,45,Medium,,,Clan,Standard,3003,Succession Wars,Missile Boat
meks-meks-3058uu-shadow-cat-c,meks,Shadow Cat,C,Shadow Cat,Shadow Cat C.mtf,meks/3058Uu/Shadow Cat C.mtf,45,Medium,,,Clan,Standard,3061,Clan Invasion,Striker
meks-meks-rec-guides-ilclan-vol-9-shadow-cat-d,meks,Shadow Cat,D,Shadow Cat,Shadow Cat D.mtf,meks/Rec Guides ilClan/Vol 9/Shadow Cat D.mtf,45,Medium,,,Clan,Standard,3062,Civil War,Striker
meks-meks-rec-guides-ilclan-vol-9-shadow-cat-e,meks,Shadow Cat,E,Shadow Cat,Shadow Cat E.mtf,meks/Rec Guides ilClan/Vol 9/Shadow Cat E.mtf,45,Medium,,,Clan,Standard,3098,Republic,Striker
meks-meks-3145-ntnu-rs-shadow-cat-f,meks,Shadow Cat,F,Shadow Cat,Shadow Cat F.mtf,meks/3145/NTNU RS/Shadow Cat F.mtf,45,Medium,,,Clan,Advanced,3131,Dark Age,Sniper
meks-meks-3058uu-shadow-cat-h,meks,Shadow Cat,H,Shadow Cat,Shadow Cat H.mtf,meks/3058Uu/Shadow Cat H.mtf,45,Medium,,,Clan,Standard,3062,Civil War,Striker
meks-meks-rec-guides-ilclan-vol-9-shadow-cat-i,meks,Shadow Cat,I,Shadow Cat,Shadow Cat I.mtf,meks/Rec Guides ilClan/Vol 9/Shadow Cat I.mtf,45,Medium,,,Clan,Standard,3136,Dark Age,Striker
meks-meks-3085u-cutting-edge-shadow-cat-ii-2,meks,Shadow Cat II,2,Shadow Cat II,Shadow Cat II 2.mtf,meks/3085u/Cutting Edge/Shadow Cat II 2.mtf,60,Heavy,,,Clan,Experimental,3077,Jihad,Skirmisher
meks-meks-3145-ntnu-rs-shadow-cat-ii-3,meks,Shadow Cat II,3,Shadow Cat II,Shadow Cat II 3.mtf,meks/3145/NTNU RS/Shadow Cat II 3.mtf,60,Heavy,,,Clan,Standard,3089,Republic,Skirmisher
meks-meks-3145-ntnu-rs-shadow-cat-ii-4,meks,Shadow Cat II,4,Shadow Cat II,Shadow Cat II 4.mtf,meks/3145/NTNU RS/Shadow Cat II 4.mtf,60,Heavy,,,Clan,Standard,3092,Republic,Sniper
meks-meks-3085u-cutting-edge-shadow-cat-ii,meks,Shadow Cat II,II,Shadow Cat II,Shadow Cat II.mtf,meks/3085u/Cutting Edge/Shadow Cat II.mtf,60,Heavy,,,Clan,Standard,3076,Jihad,Skirmisher
meks-meks-rec-guides-ilclan-vol-3-shadow-cat-iii-a,meks,Shadow Cat III,A,Shadow Cat III,Shadow Cat III A.mtf,meks/Rec Guides ilClan/Vol 3/Shadow Cat III A.mtf,45,Medium,,,Clan,Standard,3111,Republic,Sniper
meks-meks-rec-guides-ilclan-vol-3-shadow-cat-iii-b,meks,Shadow Cat III,B,Shadow Cat III,Shadow Cat III B.mtf,meks/Rec Guides ilClan/Vol 3/Shadow Cat III B.mtf,45,Medium,,,Clan,Standard,3111,Republic,Striker
meks-meks-rec-guides-ilclan-vol-3-shadow-cat-iii-c,meks,Shadow Cat III,C,Shadow Cat III,Shadow Cat III C.mtf,meks/Rec Guides ilClan/Vol 3/Shadow Cat III C.mtf,45,Medium,,,Clan,Standard,3111,Republic,Striker
meks-meks-rec-guides-ilclan-vol-3-shadow-cat-iii-prime,meks,Shadow Cat III,Prime,Shadow Cat III,Shadow Cat III Prime.mtf,meks/Rec Guides ilClan/Vol 3/Shadow Cat III Prime.mtf,45,Medium,,,Clan,Standard,3111,Republic,Striker
meks-meks-rec-guides-ilclan-vol-9-shadow-cat-j,meks,Shadow Cat,J,Shadow Cat,Shadow Cat J.mtf,meks/Rec Guides ilClan/Vol 9/Shadow Cat J.mtf,45,Medium,,,Clan,Standard,3071,Jihad,Striker
meks-meks-rec-guides-ilclan-vol-9-shadow-cat-m,meks,Shadow Cat,M,Shadow Cat,Shadow Cat M.mtf,meks/Rec Guides ilClan/Vol 9/Shadow Cat M.mtf,45,Medium,,,Clan,Standard,3054,Clan Invasion,Striker
meks-meks-3058uu-shadow-cat-prime,meks,Shadow Cat,Prime,Shadow Cat,Shadow Cat Prime.mtf,meks/3058Uu/Shadow Cat Prime.mtf,45,Medium,,,Clan,Standard,3003,Succession Wars,Striker
meks-meks-rec-guides-ilclan-vol-9-shadow-cat-t,meks,Shadow Cat,T,Shadow Cat,Shadow Cat T.mtf,meks/Rec Guides ilClan/Vol 9/Shadow Cat T.mtf,45,Medium,,,Clan,Standard,3142,Dark Age,Scout
meks-meks-tukayyid-shadow-cat-tc,meks,Shadow Cat,TC,Shadow Cat,Shadow Cat TC.mtf,meks/Tukayyid/Shadow Cat TC.mtf,45,Medium,,,Clan,Standard,3050,Clan Invasion,Scout
